CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
MISDEMEANOR ASSAULT,03/27/2024 01:34:00 PM,24-015427,BATTERY,04X,618 14TH ST,Oakland,CA,POINT (-122.275197438 37.805975694)
STOLEN AND RECOVERED VEHICLE,04/06/2024 07:20:00 PM,24-016141,VEHICLE THEFT - AUTO,05X,W GRAND AV & MARKET ST,Oakland,CA,POINT (-122.278615964 37.814565998)
RECOVERED O/S STOLEN,04/04/2024 04:30:00 PM,24-016658,RECEIVE/ETC KNOWN STOLEN PROPERTY,14X,500 GRAND AV,Oakland,CA,POINT (-122.25135902 37.808888013)
DOMESTIC VIOLENCE,05/21/2024 01:47:00 PM,24-025101,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,17X,818 E 20TH ST,Oakland,CA,POINT (-122.245299994 37.797376014)
RECOVERED O/S STOLEN,03/23/2024 11:06:00 AM,24-014601,VEHICLE THEFT - AUTO,23X,4200 E 12TH ST,Oakland,CA,POINT (-122.216978604 37.771914578)
DUI,06/07/2024 11:02:00 PM,24-028263,DUI ALCOHOL/DRUGS,30X,73RD AV & BANCROFT AV,Oakland,CA,POINT (-122.177049006 37.765705999)
,04/08/2024 02:50:00 PM,24-017235,POSSESS NARCOTIC CONTROLLED SUBSTANCE,32X,102N D AV&INTERNATIONAL BLVD,Oakland,CA,POINT (-122.168366863 37.741522993)
,04/21/2024 04:20:00 PM,24-019650,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,26X,5401 COLISEUM WY,Oakland,CA,POINT (-122.212188962 37.760623003)
,03/15/2024 08:00:00 AM,24-905833,BURGLARY-NO FORCE,32Y,10311 BANCROFT,Oakland,CA,POINT (-122.158509997 37.743237008)
,04/25/2024 10:48:00 PM,24-021110,BURGLARY-FORCIBLE ENTRY,01X,201 4TH STREET,Oakland,CA,POINT (-122.270044965 37.795028997)
VANDALISM,03/27/2024 05:20:00 PM,24-015445,VANDALISM,06X,724 37TH ST,Oakland,CA,POINT (-122.270719787 37.826572775)
,05/27/2024 04:53:00 PM,24-026151,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,33X,8301 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.178451969 37.754617998)
,05/11/2024 12:46:00 AM,24-023148,BATTERY,03X,125 14TH ST,Oakland,CA,POINT (-122.263743031 37.800977006)
,05/11/2024 05:07:00 AM,24-023172,BURGLARY-FORCIBLE ENTRY,03X,1100 FRANKLIN ST,Oakland,CA,POINT (-122.271155333 37.801804158)
STOLEN VEHICLE,04/02/2024 06:30:00 PM,24-017041,VIOLATION OF PROBATION-FELONY,13X,5160 MASONIC AV,Oakland,CA,POINT (-122.224900034 37.836062982)
DOMESTIC VIOLENCE,03/21/2024 09:00:00 PM,24-014357,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,1915 57TH AV,Oakland,CA,POINT (-122.197791032 37.769087007)
,03/27/2024 03:00:00 PM,24-905943,BURGLARY-AUTO,09X,P 233 MATHER ST,Oakland,CA,POINT (-122.250612025 37.83161898)
,05/05/2024 05:51:00 PM,24-022126,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1469 88TH AV,Oakland,CA,POINT (-122.174067983 37.75187699)
,04/27/2024 04:00:00 AM,24-907148,BURGLARY-AUTO,14X,415 MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.250195786 37.810988907)
DOMESTIC VIOLENCE,05/30/2024 12:00:00 AM,24-026720,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,32Y,10715 MACARTHUR BLVD,Oakland,CA,POINT (-122.151435 37.741795991)
,05/03/2024 08:52:00 PM,24-021810,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,35X,9239 HILLSIDE ST,Oakland,CA,POINT (-122.162944024 37.752839987)
ROBBERY,03/29/2024 09:00:00 PM,24-015812,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",23X,3829 FOOTHILL BLVD,Oakland,CA,POINT (-122.216412016 37.778381993)
RECOVERED O/S STOLEN,03/30/2024 11:53:00 AM,24-011355,VEHICLE THEFT - AUTO,32X,10000 SAN LEANDRO ST,Oakland,CA,POINT (-122.17833853 37.738118483)
,06/01/2024 07:20:00 AM,24-027117,BATTERY,27Y,57TH AVE & HOLWAY ST,Oakland,CA,POINT (-122.197231037 37.76919702)
,05/18/2024 09:00:00 PM,24-024769,VEHICLE THEFT - AUTO,27X,925 84TH AVE,Oakland,CA,POINT (-122.185503027 37.750513548)
BRANDISHING,05/07/2024 12:15:00 PM,24-022514,EXHIBIT FIREARM,30X,2600 67TH AV,Oakland,CA,POINT (-122.183739023 37.767120037)
,05/17/2024 12:00:00 AM,24-907740,ATTEMPT VEHICLE THEFT-AUTO,22X,2400 MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.213321022 37.799968998)
,06/07/2024 05:17:00 PM,24-028224,DUI ALCOHOL/0.08 PERCENT,20X,2800 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.229858441 37.779886921)
,04/21/2024 05:45:00 PM,24-019710,VEHICLE THEFT - AUTO,16Y,1250 EXCELSIOR AVE.,Oakland,CA,POINT (-122.230716991 37.803956982)
,04/20/2024 10:00:00 PM,24-019549,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,27X,4800 FOOTHILL BLVD,Oakland,CA,POINT (-122.207236012 37.77291498)
OTHER,04/29/2024 06:00:00 AM,24-021041,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,10Y,6101 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.271189487 37.84605102)
,04/12/2024 12:00:00 AM,24-018177,SC BURGLARY - NO FORCE,06X,2280 SAN PABLO AV,Oakland,CA,POINT (-122.273998683 37.813232682)
MISDEMEANOR ASSAULT,05/21/2024 10:52:00 AM,24-025076,VIOLATION OF PROBATION-FELONY,32X,1300 102ND AV,Oakland,CA,POINT (-122.170031007 37.740204017)
VANDALISM,04/25/2024 09:21:00 AM,24-020315,TRESPASS:OCCUPY PROPERTY W/O CONSENT,08X,2330 WEBSTER ST,Oakland,CA,POINT (-122.264546017 37.812427021)
STOLEN VEHICLE,03/27/2024 05:15:00 AM,24-015239,VEHICLE THEFT - AUTO,03X,429 9TH ST,Oakland,CA,POINT (-122.272961029 37.800316009)
,05/28/2024 07:48:00 PM,24-026388,SC BURGLARY - NO FORCE,08X,215 ORANGE ST,Oakland,CA,POINT (-122.257875028 37.815437004)
STOLEN VEHICLE,04/15/2024 09:00:00 AM,24-018441,VEHICLE THEFT - AUTO,18Y,2519 23RD AV,Oakland,CA,POINT (-122.228196972 37.792007992)
NARCOTICS,03/27/2024 04:30:00 PM,24-015442,UNLICENSED DRIVER,27Y,5615 HARMON AV,Oakland,CA,POINT (-122.197186026 37.769995983)
MISDEMEANOR ASSAULT,05/20/2024 11:55:00 PM,24-024983,FALSE IMPRISONMENT W/VIOLENCE/ETC,14X,518 MACARTHUR BLVD,Oakland,CA,POINT (-122.252787547 37.817320228)
VANDALISM,03/14/2024 10:15:00 PM,24-904647,VANDALISM,35X,98TH AV,Oakland,CA,POINT (-122.201013617 37.7258386)
,03/15/2024 12:30:00 PM,24-905793,BATTERY AGAINST POLICE OFFICER,08X,3003 TELEGRAPH AVE,Oakland,CA,POINT (-122.267171935 37.819311971)
,05/08/2024 05:00:00 AM,24-907340,GRAND THEFT,17Y,2505 9TH AVE,Oakland,CA,POINT (-122.240525997 37.800209014)
STOLEN VEHICLE,03/20/2024 04:02:00 PM,24-014150,ATTEMPT VEHICLE THEFT-AUTO,25X,CARSON ST & DAVENPORT AV,Oakland,CA,POINT (-122.184311004 37.791507006)
ROBBERY,04/24/2024 10:14:00 AM,24-020150,TRESPASS:OCCUPY PROPERTY W/O CONSENT,07X,817 MILTON ST,Oakland,CA,POINT (-122.275928977 37.816954003)
VANDALISM,04/02/2024 10:00:00 PM,24-906753,VANDALISM,26Y,1246 79TH AV,Oakland,CA,POINT (-122.184835962 37.755474)
,04/03/2024 08:00:00 PM,24-906887,BURGLARY-NO FORCE,31X,8104 CAPWELL DRIVE,Oakland,CA,POINT (-122.202906885 37.738672016)
VANDALISM,03/14/2024 07:14:00 PM,24-013057,VANDALISM:DAMAGE PROPERTY,34X,1808 88TH AV,Oakland,CA,POINT (-122.17085302 37.752918986)
,03/25/2024 01:00:00 AM,24-905884,BURGLARY-AUTO,10X,925 61ST ST,Oakland,CA,POINT (-122.276077001 37.845127004)
,04/22/2024 12:00:00 AM,24-019863,ROBBERY-FIREARM,17X,847 E18TH ST,Oakland,CA,POINT (-122.247083998 37.795442016)
,04/22/2024 01:21:00 PM,24-019815,BATTERY,06X,37T H ST&MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.271668304 37.816845638)
STOLEN VEHICLE,03/27/2024 09:00:00 PM,24-015579,VEHICLE THEFT - AUTO,02X,1055 8TH ST,Oakland,CA,POINT (-122.284163023 37.803533989)
,06/09/2024 09:00:00 PM,24-028579,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,12Y,6310 COLLEGE AV,Oakland,CA,POINT (-122.251997973 37.850735)
PETTY THEFT,03/15/2024 01:46:00 PM,24-013204,THEFT,08X,3093 BROADWAY,Oakland,CA,POINT (-122.261921979 37.82061702)
BURG - AUTO,03/23/2024 07:13:00 PM,24-014656,BURGLARY-AUTO,33X,9415 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.17262596 37.746768011)
FELONY ASSAULT,03/22/2024 08:22:00 PM,24-014526,ASSAULT WITH FIREARM ON PERSON,23X,1100 35TH AV,Oakland,CA,POINT (-122.223427406 37.775024962)
STOLEN VEHICLE,03/24/2024 09:19:00 AM,24-014744,VEHICLE THEFT - AUTO,22X,2529 SCENIC AV,Oakland,CA,POINT (-122.21011201 37.80107499)
STOLEN VEHICLE,03/16/2024 12:00:00 PM,24-013516,VEHICLE THEFT - AUTO,02Y,1451 7TH ST,Oakland,CA,POINT (-122.29518892 37.805294045)
,06/03/2024 02:00:00 PM,24-027548,VANDALISM,04X,500 BLOCK OF 16TH ST,Oakland,CA,POINT (-122.272393477 37.80654067)
STOLEN VEHICLE,04/06/2024 03:27:00 AM,24-016965,VEHICLE THEFT - AUTO,13Z,38 KIMBERLEY CT,Oakland,CA,POINT (-122.194270968 37.824707012)
,04/03/2024 07:30:00 AM,24-906325,GRAND THEFT,19X,1333 7TH,Oakland,CA,POINT (-122.29279328 37.804734547)
HOMICIDE,04/26/2024 04:18:00 AM,24-020467,ASSAULT WITH FIREARM ON PERSON,19X,1528 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.244500025 37.788827018)
,05/15/2024 11:10:00 AM,24-907757,GRAND THEFT,12Y,5346 MILES AVE,Oakland,CA,POINT (-122.256510035 37.841109013)
STOLEN VEHICLE,05/06/2024 07:34:00 PM,24-021457,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,31Y,S COLISEUM WY & HEGENBERGER RD,Oakland,CA,POINT (-122.196181036 37.744747008)
,05/09/2024 11:20:00 PM,24-022964,VANDALISM,27X,4527 BANCROFT AV,Oakland,CA,POINT (-122.211515979 37.772066983)
,05/23/2024 12:35:00 PM,24-025447,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21Y,2354 FRUITVALE AV,Oakland,CA,POINT (-122.221321968 37.786338012)
ROBBERY,05/27/2024 12:20:00 AM,24-020669,ROBBERY-FIREARM,23X,1823 33RD AV,Oakland,CA,POINT (-122.222418623 37.782103776)
BRANDISHING,03/29/2024 01:34:00 AM,24-015682,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,30Y,6900 BANCROFT AV,Oakland,CA,POINT (-122.179236013 37.768342988)
,05/15/2024 06:30:00 AM,24-907755,BURGLARY-AUTO,12Y,5655 COLLEGE AVE,Oakland,CA,POINT (-122.252840019 37.844614996)
,06/08/2024 02:00:00 PM,24-029109,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",26Y,1065 69TH AV,Oakland,CA,POINT (-122.193734023 37.758683012)
,04/21/2024 01:10:00 AM,24-908265,VANDALISM,,MYRTLE /WEST GRAND AVE,Oakland,CA,POINT (-122.268054966 37.811752709)
,05/05/2024 11:45:00 PM,24-022249,VEHICLE THEFT - AUTO,30Y,8027 IRIS ST,Oakland,CA,POINT (-122.167807958 37.762589984)
,06/05/2024 02:10:00 PM,24-027843,THEFT,28X,3056 BIRDSALL AVE,Oakland,CA,POINT (-122.191526984 37.778389998)
DOMESTIC VIOLENCE,05/30/2024 10:30:00 PM,24-026879,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,970 14TH ST,Oakland,CA,POINT (-122.282462 37.808973006)
,05/14/2024 08:00:00 PM,24-027349,VEHICLE THEFT - AUTO,23X,1524 38TH AV,Oakland,CA,POINT (-122.21889197 37.775811012)
STOLEN AND RECOVERED VEHICLE,03/23/2024 03:00:00 PM,24-015900,VEHICLE THEFT - AUTO,08X,155 PEARL ST,Oakland,CA,POINT (-122.255489036 37.817310988)
,04/11/2024 02:25:00 PM,24-017849,SC UNEXPLAINED DEATH,07X,3501 SAN PABLO AV,Oakland,CA,POINT (-122.278695005 37.825954993)
,04/28/2024 07:15:00 PM,24-907129,BURGLARY-AUTO,16X,3250 LAKESHORE AVE,Oakland,CA,POINT (-122.244249993 37.809737016)
,06/08/2024 09:30:00 PM,24-028505,VEHICLE THEFT - AUTO,32X,10211 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.168387986 37.74080898)
,03/19/2024 08:40:00 PM,24-906253,ASSAULT,12Y,6039 COLLEGE AVE,Oakland,CA,POINT (-122.252445986 37.848927988)
,04/21/2024 11:30:00 AM,24-019627,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,24Y,4200 PORTER ST,Oakland,CA,POINT (-122.198063024 37.787244012)
DOMESTIC VIOLENCE,04/12/2024 11:13:00 AM,24-017988,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,21Y,3159 DAVIS ST,Oakland,CA,POINT (-122.21910202 37.789331986)
,04/17/2024 07:18:00 PM,24-906343,BURGLARY-AUTO,08X,2295 BROADWAY,Oakland,CA,POINT (-122.26645675 37.812136294)
MISDEMEANOR ASSAULT,04/09/2024 08:55:00 PM,24-017563,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,19X,1700 SOLANO WY,Oakland,CA,POINT (-122.243291031 37.787217688)
HOMICIDE,05/28/2024 08:10:00 AM,24-026257,SC UNEXPLAINED DEATH,17Y,2814 8TH AV,Oakland,CA,POINT (-122.238715003 37.802207008)
,03/22/2024 08:50:00 AM,24-906116,THEFT,25X,3420 35TH AVE,Oakland,CA,POINT (-122.202524963 37.792334006)
,04/25/2024 10:00:00 PM,24-021670,VEHICLE THEFT - AUTO,33X,9011 B ST,Oakland,CA,POINT (-122.177757094 37.747856627)
MISDEMEANOR ASSAULT,04/10/2024 01:45:00 PM,24-017701,BATTERY,14X,309 MACARTHUR BLVD,Oakland,CA,POINT (-122.251925972 37.814165008)
,04/08/2024 03:30:00 PM,24-017251,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,959 70TH AV,Oakland,CA,POINT (-122.194971024 37.756987981)
WEAPONS,03/23/2024 03:16:00 AM,24-014562,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,32Y,106TH AV & MACARTHUR BLVD,Oakland,CA,POINT (-122.152481983 37.742957011)
,04/08/2024 05:23:00 PM,24-017260,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1937 92ND AV,Oakland,CA,POINT (-122.167605032 37.751803984)
,04/30/2024 09:30:00 PM,24-907173,BURGLARY-AUTO,12X,490 41ST ST,Oakland,CA,POINT (-122.26323601 37.830034004)
ROBBERY,05/20/2024 06:55:00 AM,24-024824,BURGLARY-AUTO,04X,603 22ND ST,Oakland,CA,POINT (-122.271681029 37.811256991)
,04/19/2024 11:00:00 PM,24-019402,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,33X,1219 89TH AVEUNE,Oakland,CA,POINT (-122.17805802 37.749286018)
MISDEMEANOR ASSAULT,03/16/2024 10:50:00 AM,24-904791,BATTERY AGAINST POLICE OFFICER,34X,9225 BANCROFT AV,Oakland,CA,POINT (-122.16499298 37.75214102)
MISDEMEANOR ASSAULT,05/20/2024 12:00:00 PM,24-025162,OFFENSIVE WORDS IN PUBLIC PLACE,33X,1320 87TH AV,Oakland,CA,POINT (-122.177364911 37.751112554)
,04/23/2024 03:06:00 AM,24-019908,POSS STOLEN VEH/VES/ETC,32X,102ND AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.168366863 37.741522993)
STOLEN VEHICLE,03/23/2024 10:00:00 PM,24-015764,VEHICLE THEFT - AUTO,32X,9800 C ST,Oakland,CA,POINT (-122.174646885 37.742277839)
BURG - RESIDENTIAL,04/01/2024 05:00:00 PM,24-016231,BURGLARY-FORCIBLE ENTRY,13X,239 CROSS RD,Oakland,CA,POINT (-122.236991014 37.844338016)
,04/26/2024 12:00:00 PM,24-908038,BURGLARY-NO FORCE,08X,2302 VALDEZ ST,Oakland,CA,POINT (-122.263825006 37.811989988)
,04/20/2024 06:00:00 PM,24-019840,VEHICLE THEFT - AUTO,17Y,2225 7TH AV,Oakland,CA,POINT (-122.244641164 37.799803012)
,04/23/2024 04:05:00 PM,24-020023,VEHICLE THEFT - AUTO,35X,9109 BURR ST,Oakland,CA,POINT (-122.158141025 37.755383015)
MISDEMEANOR ASSAULT,04/10/2024 03:47:00 PM,24-017687,VEHICLE THEFT - AUTO,31Y,736 NEVADA ST,Oakland,CA,POINT (-122.182447036 37.738013993)
DOMESTIC VIOLENCE,05/31/2024 03:50:00 PM,24-027039,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,14Y,612 MARIPOSA AV,Oakland,CA,POINT (-122.249692028 37.819767011)
NARCOTICS,05/20/2024 01:45:00 AM,24-024816,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,30X,1925 82ND AV,Oakland,CA,POINT (-122.173628687 37.758559232)
,05/17/2024 02:40:00 PM,24-024424,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,03X,600 BLK WEBSTER ST,Oakland,CA,POINT (-122.271827416 37.798281823)
FELONY ASSAULT,05/17/2024 06:20:00 PM,24-024464,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,29X,6508 MACARTHUR BLVD,Oakland,CA,POINT (-122.178479064 37.773067986)
,05/27/2024 12:17:00 PM,24-026120,SC UNEXPLAINED DEATH,16X,849 SANTA RAY AVE.,Oakland,CA,POINT (-122.230970963 37.812498015)
FELONY ASSAULT,03/16/2024 11:45:00 PM,24-013412,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32X,1363 103RD AV,Oakland,CA,POINT (-122.168524024 37.740271994)
,03/14/2024 01:00:00 PM,24-906580,BURGLARY-NO FORCE,08X,260 30TH ST,Oakland,CA,POINT (-122.261567783 37.818547427)
,05/06/2024 04:00:00 AM,24-022302,RAPE SPOUSE BY FORCE/FEAR/ETC,30X,2694 74TH AVE,Oakland,CA,POINT (-122.172935001 37.767435982)
BURG - AUTO,05/27/2024 07:15:00 PM,24-908057,BURGLARY-AUTO,08X,2404 BROADWAY,Oakland,CA,POINT (-122.265131996 37.81347698)
,03/16/2024 04:33:00 PM,24-906576,BURGLARY-NO FORCE,31Y,10051 DOOLITTLE DRIVE,Oakland,CA,POINT (-122.198321019 37.723079998)
,04/20/2024 03:00:00 AM,24-019420,BURGLARY-AUTO,10X,5975 MARSHALL ST,Oakland,CA,POINT (-122.285100958 37.843591984)
,05/02/2024 10:51:00 AM,24-021863,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $400],16Y,4330 PARK BLVD,Oakland,CA,POINT (-122.220652002 37.807830008)
,05/13/2024 12:56:00 PM,24-023550,ROBBERY-FIREARM,18X,1650 18TH AVE,Oakland,CA,POINT (-122.239900165 37.789282474)
DOMESTIC VIOLENCE,05/27/2024 07:00:00 PM,24-026853,STALKING-MISD,16Y,1720 MACARTHUR BLVD,Oakland,CA,POINT (-122.22103296 37.800892013)
,04/12/2024 12:55:00 AM,24-017917,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,23X,1549 36TH AV,Oakland,CA,POINT (-122.220645788 37.777963335)
,05/24/2024 10:20:00 PM,24-025696,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,09X,4226 PIEDMONT AVE,Oakland,CA,POINT (-122.249978018 37.827942007)
,05/23/2024 09:58:00 AM,24-025424,SC DOMESTIC VERBAL,11X,756 58TH ST,Oakland,CA,POINT (-122.269366031 37.843749019)
BURG - AUTO,03/18/2024 07:53:00 AM,24-013592,BURGLARY-AUTO,19X,E 12TH ST & 14TH AV,Oakland,CA,POINT (-122.247308969 37.788322008)
,06/10/2024 10:30:00 PM,24-028977,VEHICLE THEFT - AUTO,35X,9220 BANCROFT AV,Oakland,CA,POINT (-122.164410018 37.752530988)
RECOVERED O/S STOLEN,03/19/2024 07:08:00 AM,24-013782,VEHICLE THEFT - AUTO,26X,5401 COLISEUM WY,Oakland,CA,POINT (-122.212188962 37.760623003)
BURG - AUTO,04/17/2024 03:34:00 AM,24-906374,BURGLARY-AUTO,25Y,20 KNOLL RIDGE WY,Oakland,CA,POINT (-122.14369096 37.788146994)
VANDALISM,06/08/2024 04:12:00 AM,24-028291,MALICIOUSLY DEFACE W/PAINT/ETC,19X,E 12TH ST & 3RD AV,Oakland,CA,POINT (-122.256449015 37.796536986)
PETTY THEFT,03/26/2024 08:00:00 AM,24-015172,THEFT,99X,2700 5TH ST,Oakland,CA,POINT (-122.27949598 37.788760004)
,05/28/2024 02:57:00 AM,24-026205,VEHICLE THEFT - AUTO,19X,2200 12TH ST,Oakland,CA,POINT (-122.238123995 37.783816987)
,04/28/2024 11:54:00 AM,24-020867,BURGLARY-FORCIBLE ENTRY,19X,5TH AV& E.8TH ST,Oakland,CA,POINT (-122.257992962 37.792798992)
,04/21/2024 01:08:00 AM,24-018231,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,23X,1615 ROSEDALE AV,Oakland,CA,POINT (-122.216226809 37.775444613)
,03/24/2024 11:30:00 AM,24-905395,GRAND THEFT,31X,285 HEGENBERGER ROAD,Oakland,CA,POINT (-122.198848995 37.733280984)
,04/30/2024 03:18:00 PM,24-908548,VANDALISM,17X,1633 13TH AVE,Oakland,CA,POINT (-122.24494384 37.791554443)
,04/29/2024 03:30:00 PM,24-021250,VEHICLE THEFT - AUTO,08X,3093 WEBSTER ST ST,Oakland,CA,POINT (-122.263187345 37.820030777)
,06/02/2024 06:30:00 PM,24-908412,BURGLARY-AUTO,12Y,5356 COLLEGE AVE,Oakland,CA,POINT (-122.251054003 37.839386993)
STOLEN VEHICLE,03/18/2024 04:00:00 PM,24-013925,VEHICLE THEFT - AUTO,27X,5440 RUTH AV,Oakland,CA,POINT (-122.195808041 37.773879989)
,05/11/2024 12:42:00 PM,24-023222,GRAND THEFT,12X,4937 TELEGRAPH AV,Oakland,CA,POINT (-122.26266437 37.836078733)
,05/12/2024 01:25:00 PM,24-023396,BATTERY W/SERIOUS BODILY INJURY,07X,3010 ADELINE ST,Oakland,CA,POINT (-122.281248971 37.822151998)
STOLEN VEHICLE,04/09/2024 07:00:00 PM,24-017613,VEHICLE THEFT - AUTO,21X,2000 24TH AV,Oakland,CA,POINT (-122.230092959 37.786642987)
BURG - COMMERCIAL,03/30/2024 06:00:00 PM,24-016007,BURGLARY-FORCIBLE ENTRY,08X,2355 BROADWAY,Oakland,CA,POINT (-122.26606004 37.813306995)
,05/18/2024 09:19:00 PM,24-024484,CRUELTY TO ELDER/DEPENDENT ADULT WITH LIKELY GBI OR DEATH,12X,4835 SHAFTER AVENUE,Oakland,CA,POINT (-122.259047992 37.83495699)
,05/13/2024 08:13:00 PM,24-023678,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,30X,1417 80TH AVE,Oakland,CA,POINT (-122.181478555 37.756818574)
BURG - COMMERCIAL,04/08/2024 08:00:00 PM,24-017486,BURGLARY-FORCIBLE ENTRY,05Y,2001 PERALTA ST,Oakland,CA,POINT (-122.291064012 37.815859997)
,06/08/2024 11:03:00 PM,24-028451,EXHIBIT FIREARM,17X,1811 14TH AV,Oakland,CA,POINT (-122.242676961 37.792241009)
,05/10/2024 11:26:00 AM,24-023081,VEHICLE THEFT - AUTO,30Y,7406 GARFIELD AV,Oakland,CA,POINT (-122.174831347 37.766177751)
VANDALISM,03/25/2024 02:15:00 PM,24-015000,ASSAULT,24Y,3412 SUTER ST,Oakland,CA,POINT (-122.205449996 37.792229987)
STOLEN VEHICLE,04/12/2024 09:23:00 PM,24-018062,VEHICLE THEFT - AUTO,27X,4633 FAIRFAX AV,Oakland,CA,POINT (-122.204865023 37.77953002)
BURG - RESIDENTIAL,04/17/2024 09:00:00 AM,24-019368,BURGLARY-NO FORCE,16Y,1422 MACARTHUR BLVD,Oakland,CA,POINT (-122.228245 37.801665998)
,05/20/2024 01:00:00 AM,24-025275,BURGLARY-FORCIBLE ENTRY,07X,1116 36TH ST,Oakland,CA,POINT (-122.278945037 37.827196982)
,04/15/2024 03:50:00 PM,24-908327,THEFT,18Y,2820 14TH AVE,Oakland,CA,POINT (-122.231219989 37.797103016)
,04/28/2024 07:00:00 AM,24-021278,VEHICLE THEFT - AUTO,03Y,518 7TH ST,Oakland,CA,POINT (-122.275818001 37.800409006)
,04/12/2024 09:30:00 AM,24-907491,GRAND THEFT,31Y,680 HEGENBERGER ROAD,Oakland,CA,POINT (-122.196086248 37.748472247)
,06/03/2024 02:10:00 AM,24-027448,VEHICLE THEFT - AUTO,21X,2714 - 25TH AVE.,Oakland,CA,POINT (-122.22359296 37.792540997)
,03/14/2024 09:15:00 PM,24-904989,GRAND THEFT,31Y,451 HEGENBERGER,Oakland,CA,POINT (-122.197289039 37.737543014)
,04/28/2024 01:50:00 AM,24-020820,ASSAULT AND BATTERY,08X,2701 TELEGRAPH AV,Oakland,CA,POINT (-122.268232965 37.816445012)
BURG - RESIDENTIAL,03/19/2024 02:12:00 PM,24-013964,ATTEMPTED BURGLARY,28X,3051 BIRDSALL AV,Oakland,CA,POINT (-122.191951024 37.778166997)
STOLEN VEHICLE,04/15/2024 08:00:00 PM,24-018742,VEHICLE THEFT - AUTO,14Y,637 VALLE VISTA AV,Oakland,CA,POINT (-122.246626011 37.817696011)
,05/28/2024 02:52:00 PM,24-026337,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,04X,1500 JEFFERSON ST,Oakland,CA,POINT (-122.274263821 37.806422949)
,05/12/2024 11:35:00 PM,24-907683,BURGLARY-AUTO,19X,1103 EMBARCADERO,Oakland,CA,POINT (-122.25265897 37.788101983)
MISDEMEANOR ASSAULT,05/30/2024 08:30:00 AM,24-027062,BATTERY,02Y,1723 8TH ST,Oakland,CA,POINT (-122.301212988 37.807693005)
,05/03/2024 05:00:00 PM,24-022040,VEHICLE THEFT - AUTO,33X,1326 91ST AV,Oakland,CA,POINT (-122.175147991 37.74848299)
STOLEN VEHICLE,04/09/2024 08:00:00 AM,24-017543,VEHICLE THEFT - AUTO,22X,3700 FRUITVALE AV,Oakland,CA,POINT (-122.215073646 37.802832758)
,04/15/2024 02:12:00 AM,24-018391,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,29X,3506 SEMINARY AV,Oakland,CA,POINT (-122.181157983 37.778416987)
,04/24/2024 04:15:00 PM,24-908360,FORGERY,16X,3250 LAKESHORE AVE,Oakland,CA,POINT (-122.244249993 37.809737016)
